show_id,title,type,release_year,date_added,date_added_year,date_added_month,rating,rating_system,rating_group,is_unrated,duration,duration_value,duration_unit,description
s2045,Away,TV Show,2020,2020-09-04,2020,9,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,Commander Emma Green leaves behind her husband and daughter to lead an international crew of astronauts on a perilous three-year mission to Mars.
s2046,I'm Thinking of Ending Things,Movie,2020,2020-09-04,2020,9,R,MPAA-like,Mature,False,135 min,135,min,Nothing is as it seems when a woman experiencing misgivings about her new boyfriend joins him on a road trip to meet his parents at their remote farm.
s2047,Kandasamys: The Wedding,Movie,2019,2020-09-04,2020,9,TV-14,TV Parental Guidelines,Teen,False,93 min,93,min,"With their clashing demands, the mothers of both bride and groom turn wedding prep into comical chaos in this sequel to “Keeping Up With the Kandasamys.”"
s2048,Spirit Riding Free: Riding Academy,TV Show,2020,2020-09-04,2020,9,TV-Y7,TV Parental Guidelines,Kids,False,2 Seasons,2,season,A new chapter begins for Lucky and her friends as they leave Miradero behind to live and learn at the prestigious Palomino Bluffs Riding Academy.
s2049,The Lost Okoroshi,Movie,2019,2020-09-04,2020,9,TV-MA,TV Parental Guidelines,Mature,False,94 min,94,min,"A disillusioned security guard transforms into a masquerade, channeling ancestral spirits as he roams the streets of Lagos."
s205,Kyaa Super Kool Hain Hum,Movie,2012,2021-08-27,2021,8,TV-MA,TV Parental Guidelines,Mature,False,136 min,136,min,An aspiring actor and a struggling DJ team up to pursue the ladies they love and a diamond that rightfully belongs to their oversexed dog.
s2050,You're My Boss,Movie,2015,2020-09-04,2020,9,TV-14,TV Parental Guidelines,Teen,False,117 min,117,min,"Pong, a corporate assistant, poses as his company’s president in order to help Georgina, a marketing executive, close a crucial business deal."
s2051,Afonso Padilha: Classless,Movie,2020,2020-09-03,2020,9,TV-MA,TV Parental Guidelines,Mature,False,63 min,63,min,Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set.
s2052,Ave Maryam,Movie,2018,2020-09-03,2020,9,TV-PG,TV Parental Guidelines,Family,False,73 min,73,min,A devoted nun who cares for her elder sisters must choose between upholding her vows or pursuing her forbidden feelings for a fascinating pastor.
s2053,"Love, Guaranteed",Movie,2020,2020-09-03,2020,9,TV-PG,TV Parental Guidelines,Family,False,91 min,91,min,Sparks fly when a crusading but cash-strapped attorney takes on a charming client looking to sue a dating site that guarantees its users will find love.
s2054,Young Wallander,TV Show,2020,2020-09-03,2020,9,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"An incendiary hate crime stirs civil unrest, fast-tracking rookie cop Kurt Wallander to detective in this origin story for the popular character."
s2055,Chef's Table: BBQ,TV Show,2020,2020-09-02,2020,9,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"The Emmy-nominated series delves into the juicy, smoky world of barbecue, visiting acclaimed chefs and pitmasters in the US, Australia and Mexico."
s2056,Freaks – You're One of Us,Movie,2020,2020-09-02,2020,9,TV-MA,TV Parental Guidelines,Mature,False,93 min,93,min,"Tipped by a mysterious tramp, a meek fry cook discovers she has superpowers — and kindred spirits — and uncovers an unsavory, widespread conspiracy."
s2057,Hotel for Dogs,Movie,2009,2020-09-02,2020,9,PG,MPAA-like,Family,False,101 min,101,min,"Placed in a foster home that doesn't allow pets, 16-year-old Andi and her younger brother Bruce turn an abandoned hotel into a home for their dog."
s2058,Sky Tour: The Movie,Movie,2020,2020-09-02,2020,9,TV-G,TV Parental Guidelines,Family,False,93 min,93,min,"From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts."
s2059,The Witcher: A Look Inside the Episodes,TV Show,2020,2020-09-02,2020,9,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"With series creator Lauren S. Hissrich as your guide, take an in-depth journey into the stories and themes powering the first season of ""The Witcher."""
s206,Kyo Kii... Main Jhuth Nahin Bolta,Movie,2001,2021-08-27,2021,8,TV-14,TV Parental Guidelines,Teen,False,150 min,150,min,The life and career of a lawyer are thrown into chaos when his son's wish magically renders him incapable of telling a lie.
s2060,Adrift,Movie,2018,2020-09-01,2020,9,PG-13,MPAA-like,Teen,False,96 min,96,min,A young couple’s sailing adventure becomes a fight to survive when their yacht faces a catastrophic hurricane in this story based on true events.
s2061,Always Be My Maybe,Movie,2016,2020-09-01,2020,9,TV-14,TV Parental Guidelines,Teen,False,112 min,112,min,"After being unexpectedly dumped by their respective lovers, a man and a woman have a chance meeting at a resort and embark on a unique relationship."
s2062,Barbie Princess Adventure,Movie,2020,2020-09-01,2020,9,TV-Y,TV Parental Guidelines,Kids,False,72 min,72,min,"Through music and magic, Barbie learns what it's like to be a modern princess when she trades places with a royal lookalike."
s2063,Blue Exorcist,TV Show,2017,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"Determined to throw off the curse of being Satan's illegitimate son, Rin enters the True Cross Academy to become an exorcist, just like his mentor."
s2064,Bookmarks,TV Show,2020,2020-09-01,2020,9,TV-Y,TV Parental Guidelines,Kids,False,1 Season,1,season,"Celebrity readers share children's books by Black authors to spark kid-friendly conversations about empathy, equality, self-love and antiracism."
s2065,Borgen,TV Show,2012,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,3 Seasons,3,season,A shocking turn of events puts Birgitte Nyborg in the Danish prime minister's seat as her country's first female leader in this landmark drama.
s2066,Children of the Sea,Movie,2019,2020-09-01,2020,9,TV-PG,TV Parental Guidelines,Family,False,112 min,112,min,"Ruka spends her summer at the aquarium, where she’s drawn into an enigmatic aquatic event alongside two mysterious boys raised in the ocean."
s2067,Erased,TV Show,2016,2020-09-01,2020,9,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"Satoru Fujinuma can travel back in time to save others' lives. When he wakes up 18 years in the past, he has a chance to save his murdered classmates."
s2068,Fate/Grand Order -First Order-,Movie,2016,2020-09-01,2020,9,TV-14,TV Parental Guidelines,Teen,False,72 min,72,min,"Discovering that humanity is facing extinction, a new recruit to the Chaldea Security Organization goes back in time in order to save the future."
s2069,Felipe Esparza: Bad Decisions,TV Show,2020,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Two live performances, one in English and one in Spanish. No matter the language, Felipe Esparza is muy muy."
s207,"LSD: Love, Sex Aur Dhokha",Movie,2010,2021-08-27,2021,8,TV-MA,TV Parental Guidelines,Mature,False,112 min,112,min,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
s2070,H,TV Show,2002,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,4 Seasons,4,season,"At a dysfunctional hospital in Paris, three bumbling, eccentric medical employees embark on zany misadventures with surgical imprecision."
s2071,Heidi,TV Show,2020,2020-09-01,2020,9,TV-Y7,TV Parental Guidelines,Kids,False,1 Season,1,season,A plucky young orphan sent to live with her grandfather in the mountains discovers wonder and adventure around every corner.
s2072,Puss in Boots,Movie,2011,2020-09-01,2020,9,PG,MPAA-like,Family,False,92 min,92,min,The fabled feline heads to the Land of Giants with friends Humpty Dumpty and Kitty Softpaws on a quest to nab its greatest treasure: the Golden Goose.
s2073,Sex Drive,Movie,2008,2020-09-01,2020,9,R,MPAA-like,Mature,False,109 min,109,min,"Eager to hook up with a woman he met online, 18-year-old Ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy."
s2074,"Sister, Sister",TV Show,1998,2020-09-01,2020,9,TV-PG,TV Parental Guidelines,Family,False,6 Seasons,6,season,"Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities."
s2075,Soldier,Movie,1998,2020-09-01,2020,9,TV-14,TV Parental Guidelines,Teen,False,155 min,155,min,"On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there."
s2076,"Take the Ball, Pass the Ball",Movie,2018,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,109 min,109,min,"Through firsthand accounts and analysis, this football documentary details the dominance of FC Barcelona from 2008-2012 under manager Pep Guardiola."
s2077,The Boss Baby: Get That Baby!,Movie,2020,2020-09-01,2020,9,TV-Y7,TV Parental Guidelines,Kids,False,115 min,115,min,Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.
s2078,The Match,Movie,2020,2020-09-01,2020,9,TV-MA,TV Parental Guidelines,Mature,False,97 min,97,min,"One football match on a dirt pitch near Rome becomes a day of reckoning as a young player, his coach and their team's owner wrestle internal demons."
s2079,The Promised Neverland,TV Show,2019,2020-09-01,2020,9,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"When three gifted kids learn that their isolated orphanage isn’t the haven they thought, they vow to lead the other children in a risky escape plan."
s208,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Movie,2008,2021-08-27,2021,8,TV-14,TV Parental Guidelines,Teen,False,119 min,119,min,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
s2080,The Smurfs,Movie,2011,2020-09-01,2020,9,PG,MPAA-like,Family,False,103 min,103,min,"When evil Gargamel tries to capture them, the Smurfs flee their woodland home, pass through a magic portal and find themselves stranded in New York."
s2081,Thomas and Friends,TV Show,2020,2020-09-01,2020,9,TV-Y,TV Parental Guidelines,Kids,False,2 Seasons,2,season,"This animated children's series follows the adventures of Thomas, a cheerful blue tank engine who lives on the island of Sodor."
s2082,True: Friendship Day,Movie,2020,2020-09-01,2020,9,TV-Y,TV Parental Guidelines,Kids,False,24 min,24,min,"When a giant Grippity-Grab snags Grizelda’s friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day."
s2083,Maniyarayile Ashokan,Movie,2020,2020-08-31,2020,8,TV-14,TV Parental Guidelines,Teen,False,110 min,110,min,"When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted."
s2084,The Debt Collector 2,Movie,2020,2020-08-31,2020,8,TV-MA,TV Parental Guidelines,Mature,False,97 min,97,min,"French and Sue have two days to collect on three debts, using as much force as it takes – all while evading the wrath of a crime lord out for revenge."
s2085,All Together Now,Movie,2020,2020-08-29,2020,8,PG,MPAA-like,Family,False,94 min,94,min,"An optimistic, talented teen clings to a huge secret: She's homeless and living on a bus. When tragedy strikes, can she learn to accept a helping hand?"
s2086,I AM A KILLER: RELEASED,TV Show,2020,2020-08-28,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"In this crime docuseries spinoff, a convict is paroled 30 years after being sentenced to death for murder. Then he makes a stunning confession."
s2087,Masaba Masaba,TV Show,2020,2020-08-28,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Real life mom-daughter duo Neena and Masaba Gupta play versions of themselves in this playful, fictional peek into their lives in fashion and film."
s2088,Santana,Movie,2020,2020-08-28,2020,8,TV-MA,TV Parental Guidelines,Mature,False,107 min,107,min,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.
s2089,Unknown Origins,Movie,2020,2020-08-28,2020,8,TV-MA,TV Parental Guidelines,Mature,False,97 min,97,min,A very chiseled but somber detective must find a serial killer who leaves clues that only his mentor's nerdy comics-loving son can decipher.
s209,Once Upon a Time in Mumbaai,Movie,2010,2021-08-27,2021,8,TV-14,TV Parental Guidelines,Teen,False,133 min,133,min,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s2090,Aggretsuko,TV Show,2020,2020-08-27,2020,8,TV-14,TV Parental Guidelines,Teen,False,3 Seasons,3,season,"Frustrated with her thankless office job, Retsuko the Red Panda copes with her daily struggles by belting out death metal karaoke after work."
s2091,Edge of Seventeen,Movie,1998,2020-08-27,2020,8,TV-MA,TV Parental Guidelines,Mature,False,103 min,103,min,A 17-year-old confronts confusion and heartbreak as he rediscovers his sexuality in this story about coming out and its social consequences.
s2092,The Bridge Curse,Movie,2020,2020-08-27,2020,8,TV-MA,TV Parental Guidelines,Mature,False,88 min,88,min,A group of university students decides to test an urban legend about the ghost of a female student that haunts a campus bridge.
s2093,The Young Messiah,Movie,2016,2020-08-27,2020,8,PG-13,MPAA-like,Teen,False,111 min,111,min,"Tormented by a demon and on the run from a Roman centurion, a 7-year-old Jesus and his parents, Mary and Joseph, flee Egypt for Nazareth."
s2094,Her Mother's Killer,TV Show,2020,2020-08-26,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Nearly 30 years after her mom's murder, a political strategist launches a calculated plan to ruin the Colombian presidential candidate who killed her."
s2095,Lingua Franca,Movie,2019,2020-08-26,2020,8,TV-MA,TV Parental Guidelines,Mature,False,94 min,94,min,An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.
s2096,Making The Witcher,Movie,2020,2020-08-26,2020,8,TV-MA,TV Parental Guidelines,Mature,False,33 min,33,min,"Journey into the extraordinary world of ""The Witcher"" — from casting the roles to Jaskier's catchy song — in this behind-the-scenes look at the series."
s2097,Million Dollar Beach House,TV Show,2020,2020-08-26,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,The competition is fierce — and the drama undeniable — as a group of young and hungry agents try to seal the deal on luxury listings in the Hamptons.
s2098,Rising Phoenix,Movie,2020,2020-08-26,2020,8,PG-13,MPAA-like,Teen,False,107 min,107,min,"Elite athletes and insiders reflect on the Paralympic Games and examine how they impact a global understanding of disability, diversity and excellence."
s2099,Emily's Wonder Lab,TV Show,2020,2020-08-25,2020,8,TV-Y,TV Parental Guidelines,Kids,False,1 Season,1,season,"Science-loving host Emily Calandrelli makes STEAM fun with activities, demonstrations and at-home experiments that'll make you think — and blow your mind!"
s21,Monsters Inside: The 24 Faces of Billy Milligan,TV Show,2021,2021-09-22,2021,9,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"In the late 1970s, an accused serial rapist claims multiple personalities control his behavior, setting off a legal odyssey that captivates America."
s210,Once Upon a Time in Mumbai Dobaara!,Movie,2013,2021-08-27,2021,8,TV-14,TV Parental Guidelines,Teen,False,142 min,142,min,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
s2100,Trinkets,TV Show,2020,2020-08-25,2020,8,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.
s2101,Septembers of Shiraz,Movie,2016,2020-08-24,2020,8,PG-13,MPAA-like,Teen,False,110 min,110,min,"In post-revolution Tehran, a wealthy Jewish businessman is summarily jailed and tortured, but along with his wife, he fights for answers and freedom."
s2102,Baewatch: Parental Guidance,TV Show,2019,2020-08-22,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"Couples go on a romantic getaway to test their relationships, not knowing their families are calling the shots and cringing over their every move."
s2103,Ojos in d' House,TV Show,2013,2020-08-22,2020,8,TV-G,TV Parental Guidelines,Family,False,1 Season,1,season,"After a newly rich family moves into an upper-class neighborhood, they try to keep their matriarch's obsessive pursuit of social acceptance in check."
s2104,Class of '83,Movie,2020,2020-08-21,2020,8,TV-14,TV Parental Guidelines,Teen,False,98 min,98,min,"Demoted to an academy job, a cop trains five foolhardy students as assassins in his risky revenge plot against police corruption and the underworld."
s2105,Dark Forces,Movie,2020,2020-08-21,2020,8,TV-MA,TV Parental Guidelines,Mature,False,81 min,81,min,"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress."
s2106,Hoops,TV Show,2020,2020-08-21,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,A foul-mouthed high school basketball coach is sure he'll hit the big leagues if he can only turn his terrible team around. Good luck with that.
s2107,Rust Valley Restorers,TV Show,2020,2020-08-21,2020,8,TV-14,TV Parental Guidelines,Teen,False,3 Seasons,3,season,"Old-school auto collector Mike Hall, his pal Avery Shoaf and son Connor Hall go the extra mile to restore retro cars – and hopefully turn a profit."
s2108,The Sleepover,Movie,2020,2020-08-21,2020,8,TV-PG,TV Parental Guidelines,Family,False,104 min,104,min,What do you do if your parents are kidnapped by a crew of international thieves? You begin a wild overnight adventure — complete with spy gear.
s2109,Goedam,TV Show,2020,2020-08-20,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"When night falls on the city, shadows and spirits come alive in this horror anthology series centered on urban legends."
s211,Ragini MMS,Movie,2011,2021-08-27,2021,8,TV-MA,TV Parental Guidelines,Mature,False,93 min,93,min,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.
s2110,John Was Trying to Contact Aliens,Movie,2020,2020-08-20,2020,8,TV-PG,TV Parental Guidelines,Family,False,17 min,17,min,"A rural electronics whiz broadcasts radio signals into space and monitors for signs of aliens, but makes a more important connection here on Earth."
s2111,Scarecrow,Movie,2019,2020-08-20,2020,8,TV-MA,TV Parental Guidelines,Mature,False,121 min,121,min,"When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed."
s2112,The Crimes That Bind,Movie,2020,2020-08-20,2020,8,TV-14,TV Parental Guidelines,Teen,False,100 min,100,min,"When her son is accused of raping and trying to murder his ex-wife, Alicia embarks on a journey that will change her life forever."
s2113,DeMarcus Family Rules,TV Show,2020,2020-08-19,2020,8,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.
s2114,High Score,TV Show,2020,2020-08-19,2020,8,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"This docuseries traces the history of classic video games, featuring insights from the innovators who brought these worlds and characters to life."
s2115,Little Singham: Kaal Ka Badla,Movie,2020,2020-08-19,2020,8,TV-Y7,TV Parental Guidelines,Kids,False,70 min,70,min,"Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?"
s2116,Drunk Parents,Movie,2019,2020-08-18,2020,8,R,MPAA-like,Mature,False,97 min,97,min,Two desperate parents go to extreme lengths to hide their dire financial straits from their daughter and friends.
s2117,Meet the In-Laws,Movie,2017,2020-08-18,2020,8,TV-PG,TV Parental Guidelines,Family,False,75 min,75,min,"When their respective parents oppose their union, a newly engaged couple learns that the reasons for pushback run deeper than just tribal differences."
s2118,Crazy Awesome Teachers,Movie,2020,2020-08-17,2020,8,TV-PG,TV Parental Guidelines,Family,False,102 min,102,min,"When staff salaries get stolen at his school, a reluctant new teacher sets out to recoup the money and soon discovers the joys of teaching."
s2119,Glitch Techs,TV Show,2020,2020-08-17,2020,8,TV-Y7,TV Parental Guidelines,Kids,False,2 Seasons,2,season,Two teens work at a game store as a front for their actual job: Hunting video game monsters who've broken out into the real world.
s212,Ragini MMS 2,Movie,2014,2021-08-27,2021,8,TV-MA,TV Parental Guidelines,Mature,False,113 min,113,min,The horror continues when Ragini's video goes viral and a sleazy director decides to make a movie about the incident in the original house.
s2120,Islands of Faith,Movie,2018,2020-08-17,2020,8,TV-PG,TV Parental Guidelines,Family,False,88 min,88,min,"Through the lens of faiths and cultures in seven provinces in Indonesia, this documentary follows individuals who strive to address climate change."
s2121,Les Misérables,Movie,2012,2020-08-16,2020,8,PG-13,MPAA-like,Teen,False,158 min,158,min,"The musical version of Victor Hugo's epic tale of love and sacrifice, first produced for the stage in 1985, now receives the big-screen treatment."
s2122,Seventh Son,Movie,2014,2020-08-16,2020,8,PG-13,MPAA-like,Teen,False,102 min,102,min,"In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes."
s2123,Stranger,TV Show,2020,2020-08-16,2020,8,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"With the help of a gutsy female detective, a prosecutor who has lost the ability to feel empathy tackles a murder case amid political corruption."
s2124,Dérè: An African Tale,TV Show,2016,2020-08-15,2020,8,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,"After experiencing a tragic loss, a woman must resist a new family dynamic that could control the future of her father's company and her life."
s2125,Rita,TV Show,2020,2020-08-15,2020,8,TV-MA,TV Parental Guidelines,Mature,False,5 Seasons,5,season,"Independent, outspoken and adored by her students, schoolteacher Rita fares less well with adults in this comedy-drama from Denmark."
s2126,Takki,TV Show,2014,2020-08-15,2020,8,TV-14,TV Parental Guidelines,Teen,False,2 Seasons,2,season,"In Jeddah, Saudi Arabia, a young aspiring filmmaker and his circle of friends grapple with family expectations, gender roles, romance and rivalry."
s2127,What's Your Raashee?,Movie,2009,2020-08-15,2020,8,TV-PG,TV Parental Guidelines,Family,False,203 min,203,min,"To protect his family from ruin, Yogesh must marry his dream girl in only ten days, so he rushes into dating women with different astrological signs."
s2128,3%,TV Show,2020,2020-08-14,2020,8,TV-MA,TV Parental Guidelines,Mature,False,4 Seasons,4,season,"In a future where the elite inhabit an island paradise far from the crowded slums, you get one chance to join the 3% saved from squalor."
s2129,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,Movie,2020,2020-08-14,2020,8,TV-G,TV Parental Guidelines,Family,False,59 min,59,min,"With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup."
s213,Rebellion,TV Show,2016,2021-08-27,2021,8,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"As World War I rages, three women and their families in Dublin choose sides in the violent Easter Rising revolt against British rule."
s2130,Fearless,Movie,2020,2020-08-14,2020,8,TV-Y7,TV Parental Guidelines,Kids,False,92 min,92,min,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.
s2131,Nigerian Prince,Movie,2018,2020-08-14,2020,8,TV-MA,TV Parental Guidelines,Mature,False,104 min,104,min,"When a stubborn American teenager is sent to Nigeria by his mother, his cousin's scamming business becomes a viable option for securing a return flight."
s2132,Octonauts & the Caves of Sac Actun,Movie,2020,2020-08-14,2020,8,TV-Y,TV Parental Guidelines,Kids,False,72 min,72,min,"The Octonauts embark on an underwater adventure, navigating a set of challenging caves to help a small octopus friend return home to the Caribbean Sea."
s2133,Project Power,Movie,2020,2020-08-14,2020,8,R,MPAA-like,Mature,False,113 min,113,min,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers."
s2134,Teenage Bounty Hunters,TV Show,2020,2020-08-14,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,Twin sisters Sterling and Blair balance teen life at an elite Southern high school with an unlikely new career as butt-kicking bounty hunters.
s2135,The Great Heist,TV Show,2020,2020-08-14,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"In 1994, a team of thieves plans an ambitious heist to steal millions from Colombia's Bank of the Republic. Inspired by true events."
s2136,The Legend of Korra,TV Show,2014,2020-08-14,2020,8,TV-Y7,TV Parental Guidelines,Kids,False,4 Seasons,4,season,A female avatar who can control the elements fights to keep her city safe from the evil forces of both the physical and spiritual worlds.
s2137,Zoids Wild,TV Show,2018,2020-08-14,2020,8,TV-Y7,TV Parental Guidelines,Kids,False,1 Season,1,season,A quest for freedom and legendary treasure begins when a cheerful young adventurer follows his father's footsteps to become the greatest Zoids hunter.
s2138,An Easy Girl,Movie,2019,2020-08-13,2020,8,TV-MA,TV Parental Guidelines,Mature,False,93 min,93,min,A teen girl is drawn to her cousin’s hedonistic lifestyle when they spend the summer together in Cannes as she learns about herself and her own values.
s2139,Christine,Movie,2016,2020-08-13,2020,8,R,MPAA-like,Mature,False,119 min,119,min,"In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories."
s214,RIDE ON TIME,TV Show,2021,2021-08-27,2021,8,TV-PG,TV Parental Guidelines,Family,False,3 Seasons,3,season,Take a deep dive into the beautiful world of Japan's top male idol groups from number one producer Johnny's in this revealing docuseries.
s2140,Simon Killer,Movie,2012,2020-08-13,2020,8,TV-MA,TV Parental Guidelines,Mature,False,105 min,105,min,"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction."
s2141,(Un)Well,TV Show,2020,2020-08-12,2020,8,TV-MA,TV Parental Guidelines,Mature,False,1 Season,1,season,"This docuseries takes a deep dive into the lucrative wellness industry, which touts health and healing. But do the products live up to the promises?"
s2142,Gunjan Saxena: The Kargil Girl,Movie,2020,2020-08-12,2020,8,TV-14,TV Parental Guidelines,Teen,False,113 min,113,min,Flight Lieutenant Gunjan Saxena makes history in her journey from aspiring aviator to India’s first female combat pilot in the Kargil War.
s2143,Mr. Peabody & Sherman,Movie,2014,2020-08-11,2020,8,PG,MPAA-like,Family,False,93 min,93,min,"Resurrected from the 1960s animated series ""Rocky and Bullwinkle,"" canine genius Mr. Peabody and young Sherman take a dizzying ride through time."
s2144,"Rob Schneider: Asian Momma, Mexican Kids",Movie,2020,2020-08-11,2020,8,TV-MA,TV Parental Guidelines,Mature,False,44 min,44,min,"Former ""Saturday Night Live"" star Rob Schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special."
s2145,GAME ON: A Comedy Crossover Event,TV Show,2020,2020-08-10,2020,8,TV-G,TV Parental Guidelines,Family,False,1 Season,1,season,"Worlds collide in this special event featuring familiar faces, surprise cameos and stories of spirited competition from four different comedy series."
s2146,Terrace House: Tokyo 2019-2020,TV Show,2019,2020-08-10,2020,8,TV-MA,TV Parental Guidelines,Mature,False,2 Seasons,2,season,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them."
s2147,The Lost Husband,Movie,2020,2020-08-10,2020,8,PG-13,MPAA-like,Teen,False,110 min,110,min,"Looking to start anew, a widow retreats with her children to her aunt's goat farm, where the ranch's manager helps her navigate country life and loss."
s2148,Diamonds in the Sky,Movie,2018,2020-08-08,2020,8,TV-14,TV Parental Guidelines,Teen,False,113 min,113,min,Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.
s2149,The Governor,TV Show,2016,2020-08-08,2020,8,TV-14,TV Parental Guidelines,Teen,False,1 Season,1,season,"When sudden tragedy forces a deputy to step into the role of governor, she faces grueling political and personal tests in order to lead her state."
s215,SAS: Rise of the Black Swan,Movie,2021,2021-08-27,2021,8,R,MPAA-like,Mature,False,124 min,124,min,"A special forces operative traveling from London to Paris with his girlfriend takes action when armed, ruthless mercenaries seize control of their train."
s2150,We Summon the Darkness,Movie,2020,2020-08-08,2020,8,R,MPAA-like,Mature,False,90 min,90,min,A night at a 1980s heavy metal concert hits a grisly note when new friends find themselves in the middle of a satanic murder spree.
s2151,"Berlin, Berlin: Lolle on the Run",Movie,2020,2020-08-07,2020,8,TV-MA,TV Parental Guidelines,Mature,False,82 min,82,min,"In this cinematic sequel to the hit TV series, Lolle has moved on from Sven and is about to marry her friend Hart – until Sven disrupts her plans."
s2152,High Seas,TV Show,2020,2020-08-07,2020,8,TV-MA,TV Parental Guidelines,Mature,False,3 Seasons,3,season,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.
s2153,Selling Sunset,TV Show,2020,2020-08-07,2020,8,TV-MA,TV Parental Guidelines,Mature,False,3 Seasons,3,season,The elite real estate brokers at The Oppenheim Group sell the luxe life to affluent buyers in LA. The drama ramps up when a new agent joins the team.
s2154,Sing On! Germany,TV Show,2020,2020-08-07,2020,8,TV-PG,TV Parental Guidelines,Family,False,1 Season,1,season,"In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros."
